Recording timestamp	Computer timestamp	Sensor	Participant name	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Pupil diameter filtered	Eye openness left	Eye openness right	Eye openness filtered	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Presented Stimulus name
244598219	2823110242	Eye Tracker	MN	0,12860	0,02445	-0,99140	0,02760	0,03404	-0,99904	2,397	2,569	2,479	9,579	8,592	9,086	Valid	Valid	241,2	105,7	631,9	306,2	105,6	633,1	323,2	121,3	323,7	127,1	slow blinks
244606552	2823118575	Eye Tracker	MN	0,12953	0,02793	-0,99118	0,02903	0,04026	-0,99877	2,383	2,562	2,479	9,524	8,209	8,866	Valid	Valid	241,2	105,7	631,7	306,2	105,5	633,0	323,8	123,5	324,6	131,0	slow blinks
244614886	2823126909	Eye Tracker	MN	0,12783	0,02267	-0,99154	0,02761	0,03616	-0,99896	2,387	2,544	2,478	9,475	8,561	9,018	Valid	Valid	241,2	105,8	631,9	306,3	105,7	632,9	322,7	120,2	323,8	128,6	slow blinks
244623218	2823135241	Eye Tracker	MN	0,13236	0,02873	-0,99079	0,02288	0,03775	-0,99903	2,425	2,551	2,478	9,479	8,612	9,046	Valid	Valid	241,2	105,5	632,1	306,3	105,6	632,8	325,7	123,9	320,8	129,5	slow blinks
244631558	2823143581	Eye Tracker	MN	0,13073	0,02754	-0,99104	0,02038	0,03855	-0,99905	2,425	2,559	2,479	9,291	8,499	8,895	Valid	Valid	241,3	105,6	632,2	306,4	105,6	632,9	324,7	123,2	319,3	130,0	slow blinks
244639891	2823151914	Eye Tracker	MN	0,13128	0,02549	-0,99102	0,02468	0,04365	-0,99874	2,398	2,558	2,486	9,313	8,606	8,959	Valid	Valid	241,3	105,5	632,3	306,4	105,5	633,0	325,1	121,7	322,0	133,1	slow blinks
244648225	2823160248	Eye Tracker	MN	0,12830	0,02398	-0,99145	0,02662	0,03527	-0,99902	2,400	2,572	2,485	9,317	8,593	8,955	Valid	Valid	241,3	105,6	632,1	306,4	105,5	633,1	323,1	120,9	323,3	127,9	slow blinks
244656558	2823168581	Eye Tracker	MN	0,12695	0,02798	-0,99151	0,02727	0,03695	-0,99894	2,413	2,567	2,479	9,288	8,468	8,878	Valid	Valid	241,4	105,6	631,9	306,4	105,5	633,0	322,3	123,5	323,7	129,0	slow blinks
244664891	2823176914	Eye Tracker	MN	0,12827	0,02814	-0,99134	0,02615	0,03375	-0,99909	2,412	2,543	2,481	9,417	8,549	8,983	Valid	Valid	241,4	105,8	631,8	306,4	105,7	632,8	323,1	123,7	323,0	127,0	slow blinks
244673225	2823185248	Eye Tracker	MN	0,12909	0,02714	-0,99126	0,02725	0,03367	-0,99906	2,398	2,556	2,485	9,255	8,479	8,867	Valid	Valid	241,4	105,8	631,7	306,5	105,7	632,7	323,7	123,1	323,7	127,0	slow blinks
244681558	2823193581	Eye Tracker	MN	0,12763	0,02502	-0,99151	0,02754	0,04496	-0,99861	2,391	2,562	2,481	9,304	8,564	8,934	Valid	Valid	241,4	105,8	631,6	306,5	105,8	632,7	322,7	121,8	323,9	134,2	slow blinks
244689892	2823201915	Eye Tracker	MN	0,12982	0,02712	-0,99117	0,02595	0,03676	-0,99899	2,415	2,558	2,477	9,265	8,694	8,979	Valid	Valid	241,4	105,8	631,6	306,5	105,8	632,6	324,2	123,1	322,9	129,0	slow blinks
244698225	2823210248	Eye Tracker	MN	0,13114	0,02832	-0,99096	0,02071	0,03372	-0,99922	2,406	2,531	2,480	9,375	8,540	8,958	Valid	Valid	241,5	105,8	631,7	306,5	105,7	632,6	325,0	123,8	319,6	127,1	slow blinks
244706558	2823218581	Eye Tracker	MN	0,13382	0,02562	-0,99067	0,02380	0,03352	-0,99915	2,394	2,554	2,476	9,358	8,568	8,963	Valid	Valid	241,5	105,7	631,8	306,5	105,7	632,7	326,8	122,0	321,6	126,9	slow blinks
244714891	2823226914	Eye Tracker	MN	0,12784	0,02939	-0,99136	0,02525	0,03324	-0,99913	2,420	2,546	2,474	9,402	8,722	9,062	Valid	Valid	241,5	105,7	631,8	306,6	105,6	632,8	322,9	124,4	322,6	126,7	slow blinks
244723225	2823235248	Eye Tracker	MN	0,13307	0,03230	-0,99058	0,02406	0,03175	-0,99921	2,389	2,543	2,480	9,307	8,594	8,951	Valid	Valid	241,5	105,6	631,9	306,6	105,6	632,8	326,4	126,2	321,8	125,7	slow blinks
244731558	2823243581	Eye Tracker	MN	0,13690	0,02204	-0,99034	0,02259	0,03333	-0,99919	2,414	2,542	2,482	9,294	8,608	8,951	Valid	Valid	241,5	105,6	632,0	306,6	105,6	632,9	328,8	119,7	320,9	126,7	slow blinks
244739892	2823251915	Eye Tracker	MN	0,12765	0,02561	-0,99149	0,02095	0,03392	-0,99920	2,419	2,551	2,483	9,306	8,690	8,998	Valid	Valid	241,5	105,6	632,0	306,6	105,6	632,9	322,9	122,0	319,9	127,1	slow blinks
244748225	2823260248	Eye Tracker	MN	0,12766	0,02895	-0,99140	0,02473	0,03778	-0,99898	2,428	2,584	2,497	9,451	8,342	8,896	Valid	Valid	241,5	105,6	632,1	306,6	105,6	633,0	322,9	124,1	322,3	129,5	slow blinks
244756561	2823268584	Eye Tracker	MN	0,12735	0,02556	-0,99153	0,02403	0,04061	-0,99889	2,406	2,585	2,500	9,396	8,730	9,063	Valid	Valid	241,6	105,6	632,1	306,6	105,6	633,0	322,7	121,9	321,9	131,3	slow blinks
244764894	2823276917	Eye Tracker	MN	0,12518	0,02320	-0,99186	0,02964	0,03836	-0,99882	2,406	2,580	2,497	9,313	8,307	8,810	Valid	Valid	241,6	105,7	631,9	306,7	105,7	632,8	321,4	120,5	325,4	130,0	slow blinks
244773227	2823285250	Eye Tracker	MN	0,12667	0,02712	-0,99157	0,02207	0,03842	-0,99902	2,421	2,575	2,495	9,402	8,616	9,009	Valid	Valid	241,6	105,8	631,7	306,7	105,8	632,6	322,3	123,1	320,7	130,1	slow blinks
244781561	2823293584	Eye Tracker	MN	0,13320	0,01931	-0,99090	0,02060	0,03856	-0,99904	2,414	2,547	2,486	9,358	8,642	9,000	Valid	Valid	241,7	105,8	631,8	306,8	105,8	632,6	326,6	118,1	319,8	130,2	slow blinks
244789895	2823301918	Eye Tracker	MN	0,13177	0,02364	-0,99100	0,01929	0,04107	-0,99897	2,428	2,552	2,489	9,294	8,642	8,968	Valid	Valid	241,7	105,7	632,1	306,8	105,7	633,0	325,7	120,8	319,0	131,7	slow blinks
244798227	2823310250	Eye Tracker	MN	0,10367	0,03071	-0,99414	0,00299	0,04076	-0,99916	2,427	2,539	2,487	9,325	8,724	9,025	Valid	Valid	241,6	105,9	631,7	306,7	105,8	632,6	307,5	125,4	308,6	131,6	slow blinks
244806561	2823318584	Eye Tracker	MN	0,05293	0,04545	-0,99756	-0,04315	0,05783	-0,99739	2,467	2,581	2,489	9,166	8,424	8,795	Valid	Valid	241,5	105,8	632,1	306,6	105,8	632,8	275,0	134,6	279,2	142,5	slow blinks
244814894	2823326917	Eye Tracker	MN	0,04831	0,03515	-0,99821	-0,05554	0,04443	-0,99747	2,367	2,532	2,479	9,148	8,460	8,804	Valid	Valid	241,4	105,9	631,7	306,5	105,9	632,6	272,0	128,2	271,2	134,1	slow blinks
244823227	2823335250	Eye Tracker	MN	0,07312	0,02960	-0,99688	-0,04214	0,05335	-0,99769	2,399	2,577	2,488	9,149	8,373	8,761	Valid	Valid	241,4	105,8	631,9	306,5	105,9	632,5	287,8	124,6	279,8	139,7	slow blinks
244831560	2823343583	Eye Tracker	MN	0,05852	0,02939	-0,99785	-0,04927	0,04544	-0,99775	2,399	2,558	2,488	9,297	8,422	8,860	Valid	Valid	241,5	105,7	632,2	306,6	105,8	632,8	278,6	124,3	275,3	134,6	slow blinks
244839893	2823351916	Eye Tracker	MN	0,04977	0,03710	-0,99807	-0,05496	0,06393	-0,99644	2,409	2,618	2,500	9,232	8,552	8,892	Valid	Valid	241,6	105,7	632,1	306,6	105,7	633,0	273,1	129,2	271,7	146,3	slow blinks
244848226	2823360249	Eye Tracker	MN	0,04981	0,04860	-0,99758	-0,05241	0,06310	-0,99663	2,457	2,623	2,500	9,278	8,613	8,945	Valid	Valid	241,6	105,8	631,9	306,6	105,7	632,9	273,1	136,6	273,4	145,8	slow blinks
244856560	2823368583	Eye Tracker	MN	0,04511	0,03860	-0,99824	-0,05229	0,05904	-0,99689	2,424	2,590	2,500	9,409	8,608	9,008	Valid	Valid	241,6	105,8	631,8	306,7	105,8	632,7	270,2	130,2	273,5	143,2	slow blinks
244864893	2823376916	Eye Tracker	MN	0,05087	0,03383	-0,99813	-0,05711	0,05575	-0,99681	2,387	2,590	2,489	9,295	8,856	9,075	Valid	Valid	241,6	105,8	631,8	306,7	105,8	632,5	273,8	127,2	270,4	141,2	slow blinks
244873227	2823385250	Eye Tracker	MN	0,05249	0,03552	-0,99799	-0,05598	0,05619	-0,99685	2,378	2,589	2,489	9,368	8,688	9,028	Valid	Valid	241,6	105,8	631,7	306,7	105,8	632,4	274,9	128,3	271,2	141,5	slow blinks
244881560	2823393583	Eye Tracker	MN	0,05102	0,03523	-0,99808	-0,05195	0,04590	-0,99759	2,381	2,557	2,488	9,438	8,701	9,069	Valid	Valid	241,6	105,7	631,8	306,7	105,8	632,4	273,9	128,0	273,7	134,9	slow blinks
244889898	2823401921	Eye Tracker	MN	0,05280	0,03909	-0,99784	-0,05422	0,05336	-0,99710	2,409	2,605	2,483	9,273	8,712	8,993	Valid	Valid	241,6	105,7	631,8	306,7	105,8	632,4	275,1	130,5	272,3	139,7	slow blinks
244898231	2823410254	Eye Tracker	MN	0,05550	0,04069	-0,99763	-0,05648	0,03831	-0,99767	2,407	2,539	2,484	9,352	8,536	8,944	Valid	Valid	241,6	105,7	631,8	306,7	105,8	632,4	276,8	131,5	270,9	130,1	slow blinks
244906565	2823418588	Eye Tracker	MN	0,05150	0,03725	-0,99798	-0,05250	0,03885	-0,99786	2,422	2,559	2,507	9,357	8,574	8,966	Valid	Valid	241,6	105,7	631,9	306,7	105,8	632,5	274,2	129,2	273,4	130,4	slow blinks
244914898	2823426921	Eye Tracker	MN	0,05001	0,04967	-0,99751	-0,05533	0,05943	-0,99670	2,455	2,620	2,509	9,370	8,524	8,947	Valid	Valid	241,6	105,6	632,0	306,6	105,8	632,5	273,3	137,1	271,5	143,5	slow blinks
244923231	2823435254	Eye Tracker	MN	0,05116	0,03103	-0,99821	-0,05058	0,06346	-0,99670	2,373	2,639	2,509	9,415	8,590	9,002	Valid	Valid	241,6	105,6	632,1	306,6	105,7	632,8	274,0	125,3	274,5	146,0	slow blinks
244931565	2823443588	Eye Tracker	MN	0,05709	0,04108	-0,99752	-0,05544	0,06517	-0,99633	2,412	2,606	2,509	9,361	8,613	8,987	Valid	Valid	241,5	105,7	632,2	306,6	105,7	632,9	277,7	131,7	271,4	147,1	slow blinks
244939898	2823451921	Eye Tracker	MN	0,05365	0,03160	-0,99806	-0,05501	0,04813	-0,99733	2,361	2,584	2,481	9,465	8,638	9,051	Valid	Valid	241,5	105,8	632,2	306,6	105,8	632,9	275,5	125,8	271,7	136,4	slow blinks
244948232	2823460255	Eye Tracker	MN	0,05857	0,04055	-0,99746	-0,05483	0,05672	-0,99688	2,417	2,588	2,490	9,285	8,682	8,983	Valid	Valid	241,5	105,9	632,1	306,6	105,9	632,9	278,6	131,6	271,8	141,9	slow blinks
244956565	2823468588	Eye Tracker	MN	0,05037	0,03101	-0,99825	-0,05507	0,05081	-0,99719	2,369	2,585	2,484	9,361	8,728	9,044	Valid	Valid	241,4	106,0	632,0	306,6	106,0	632,7	273,3	125,6	271,6	138,2	slow blinks
244964898	2823476921	Eye Tracker	MN	0,05450	0,03562	-0,99788	-0,05440	0,05680	-0,99690	2,395	2,584	2,484	9,312	8,485	8,898	Valid	Valid	241,4	106,0	631,9	306,5	106,0	632,6	276,0	128,6	272,0	142,1	slow blinks
244973231	2823485254	Eye Tracker	MN	0,05274	0,03848	-0,99787	-0,05840	0,05281	-0,99690	2,383	2,600	2,478	9,340	8,717	9,029	Valid	Valid	241,4	106,0	631,8	306,5	106,0	632,5	274,8	130,4	269,5	139,5	slow blinks
244981565	2823493588	Eye Tracker	MN	0,05159	0,03342	-0,99811	-0,05569	0,03685	-0,99777	2,372	2,520	2,462	9,219	8,554	8,887	Valid	Valid	241,4	106,0	631,8	306,5	106,0	632,4	274,1	127,1	271,2	129,4	slow blinks
244989899	2823501922	Eye Tracker	MN	0,04863	0,02963	-0,99838	-0,05673	0,04423	-0,99741	2,360	2,534	2,462	9,271	8,695	8,983	Valid	Valid	241,4	105,9	631,7	306,5	105,9	632,4	272,2	124,7	270,5	134,0	slow blinks
244998232	2823510255	Eye Tracker	MN	0,05152	0,03612	-0,99802	-0,05358	0,05144	-0,99724	2,391	2,541	2,457	9,364	8,610	8,987	Valid	Valid	241,4	105,9	631,8	306,5	105,9	632,3	274,0	128,7	272,5	138,5	slow blinks
245006565	2823518588	Eye Tracker	MN	0,05005	0,04148	-0,99788	-0,05126	0,06285	-0,99671	2,407	2,585	2,472	9,341	8,676	9,008	Valid	Valid	241,4	105,8	631,9	306,4	105,9	632,3	273,1	132,1	273,9	145,7	slow blinks
245014898	2823526921	Eye Tracker	MN	0,05233	0,02984	-0,99818	-0,05078	0,05091	-0,99741	2,350	2,553	2,472	9,330	8,615	8,973	Valid	Valid	241,4	105,8	631,9	306,4	105,8	632,4	274,5	124,7	274,2	138,1	slow blinks
245023233	2823535256	Eye Tracker	MN	0,05078	0,04765	-0,99757	-0,05285	0,05426	-0,99713	2,435	2,566	2,463	9,309	8,609	8,959	Valid	Valid	241,4	105,8	631,9	306,4	105,8	632,4	273,5	136,0	272,9	140,2	slow blinks
245031567	2823543590	Eye Tracker	MN	0,05214	0,03211	-0,99812	-0,05333	0,04722	-0,99746	2,372	2,519	2,447	9,375	8,633	9,004	Valid	Valid	241,4	105,8	632,0	306,4	105,8	632,4	274,4	126,1	272,6	135,8	slow blinks
245039901	2823551924	Eye Tracker	MN	0,04735	0,03402	-0,99830	-0,05267	0,04643	-0,99753	2,369	2,526	2,444	9,263	8,695	8,979	Valid	Valid	241,4	105,8	631,9	306,4	105,9	632,3	271,3	127,4	273,1	135,3	slow blinks
245048233	2823560256	Eye Tracker	MN	0,05284	0,02853	-0,99820	-0,05539	0,04397	-0,99750	2,325	2,514	2,444	9,269	8,613	8,941	Valid	Valid	241,4	105,8	631,9	306,4	105,9	632,3	274,8	123,9	271,3	133,8	slow blinks
245056566	2823568589	Eye Tracker	MN	0,04863	0,03629	-0,99816	-0,05091	0,04698	-0,99760	2,353	2,519	2,441	9,176	8,397	8,787	Valid	Valid	241,4	105,8	631,9	306,4	105,9	632,3	272,2	128,8	274,2	135,7	slow blinks
