Recording timestamp	Computer timestamp	Sensor	Participant name	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Pupil diameter filtered	Eye openness left	Eye openness right	Eye openness filtered	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Presented Stimulus name
178213260	2756725283	Eye Tracker	MN	0,10483	0,01961	-0,99430	0,00234	0,02773	-0,99961	2,378	2,519	2,453	9,760	9,195	9,477	Valid	Valid	240,2	106,1	630,6	305,4	105,9	631,6	306,6	118,5	306,9	123,4	very long blinks
178221593	2756733616	Eye Tracker	MN	0,11077	0,01659	-0,99371	0,00212	0,03287	-0,99946	2,371	2,541	2,460	9,726	9,372	9,549	Valid	Valid	240,2	106,0	630,9	305,4	105,9	631,8	310,5	116,5	306,7	126,6	very long blinks
178229926	2756741949	Eye Tracker	MN	0,11106	0,00701	-0,99379	0,00825	0,02532	-0,99965	2,350	2,522	2,460	9,719	9,296	9,508	Valid	Valid	240,2	106,0	630,8	305,4	105,9	631,7	310,7	110,4	310,6	121,9	very long blinks
178238260	2756750283	Eye Tracker	MN	0,11430	0,01049	-0,99339	0,00498	0,02940	-0,99956	2,389	2,546	2,465	9,754	9,206	9,480	Valid	Valid	240,2	106,0	630,8	305,4	105,8	631,8	312,7	112,7	308,5	124,4	very long blinks
178246593	2756758616	Eye Tracker	MN	0,11293	0,01377	-0,99351	0,00879	0,03963	-0,99918	2,384	2,616	2,465	9,758	8,977	9,368	Valid	Valid	240,2	106,0	630,7	305,4	105,9	631,7	311,9	114,7	310,9	130,9	very long blinks
178254927	2756766950	Eye Tracker	MN	0,11012	0,01617	-0,99379	0,00773	0,03439	-0,99938	2,385	2,577	2,472	9,878	9,113	9,496	Valid	Valid	240,2	106,0	630,8	305,4	105,8	631,9	310,1	116,2	310,3	127,5	very long blinks
178263260	2756775283	Eye Tracker	MN	0,11655	0,01051	-0,99313	0,00867	0,02810	-0,99957	2,395	2,546	2,471	9,885	9,218	9,551	Valid	Valid	240,2	106,0	630,9	305,4	105,8	632,0	314,2	112,6	310,9	123,6	very long blinks
178271593	2756783616	Eye Tracker	MN	0,11460	0,01515	-0,99330	0,00621	0,02975	-0,99954	2,363	2,558	2,466	9,782	9,421	9,601	Valid	Valid	240,2	106,0	630,7	305,4	105,9	631,9	313,0	115,7	309,4	124,7	very long blinks
178279926	2756791949	Eye Tracker	MN	0,11313	0,01302	-0,99350	0,00836	0,02508	-0,99965	2,375	2,547	2,466	9,938	9,159	9,548	Valid	Valid	240,2	106,1	630,7	305,4	105,9	631,8	312,0	114,3	310,7	121,7	very long blinks
178288260	2756800283	Eye Tracker	MN	0,11164	0,01531	-0,99363	0,00691	0,02594	-0,99964	2,354	2,562	2,466	9,800	9,318	9,559	Valid	Valid	240,2	106,1	630,6	305,5	106,0	631,6	311,1	115,8	309,8	122,4	very long blinks
